id,name_ja,name_en,type_primary,type_secondary,color,shape,genus_ja,rarity,type_1,type_2,motif_1,motif_2,motif_3,motif_4,texture_1,texture_2,texture_3,texture_4,texture_5,expression_1,expression_2,decoration_1,decoration_2,decoration_3,atmosphere_1,atmosphere_2,atmosphere_3
877,モルペコ,morpeko,でんき,あく,yellow,humanoid,にめんポケモン,通常,でんき,あく,でんき,ひとがた,あく・やみ,,おび電・スパーク,,,,,りりしい・するどい,にこにこ・あどけない,てあし・とくちょうてきなかお,でんきの模様・ギザギザ,もや・かげ,かわいい,かっこいい,ミステリアス
878,ゾウドウ,cufant,はがね,,yellow,quadruped,どうぞうポケモン,通常,はがね,,きんぞく・メカ,,,,きんぞく・メタリック,,,,,にこにこ・あどけない,,よつあしのすがた,とげ・こうぶつ結晶,,かわいい,かっこいい,
879,ダイオウドウ,copperajah,はがね,,green,quadruped,どうぞうポケモン,通常,はがね,,きんぞく・メカ,,,,きんぞく・メタリック,,,,,ふつう・ナチュラル,,よつあしのすがた,とげ・こうぶつ結晶,,かっこいい,おっとり,
880,パッチラゴン,dracozolt,でんき,ドラゴン,green,upright,かせきポケモン,通常,でんき,ドラゴン,でんき,は虫類・ドラゴン,,,うろこ,おび電・スパーク,,,,りりしい・するどい,,ちょくりつのすがた,でんきの模様・ギザギザ,つの・うろこ模様,かっこいい,おっとり,
881,パッチルドン,arctozolt,でんき,こおり,blue,upright,かせきポケモン,通常,でんき,こおり,でんき,こおり・ゆき,,,つるつる・なめらか,おび電・スパーク,こおり・つめたい,,,ものしずか・クール,,ちょくりつのすがた,でんきの模様・ギザギザ,こおりのけっしょう,ナチュラル,,
882,ウオノラゴン,dracovish,みず,ドラゴン,green,legs,かせきポケモン,通常,みず,ドラゴン,みず・うみ,は虫類・ドラゴン,,,つるつる・なめらか,うろこ,みずみずしい・うるおい,,,りりしい・するどい,おだやか・やさしい,あし・つめ,みずのしぶき,つの・うろこ模様,かっこいい,おっとり,
883,ウオチルドン,arctovish,みず,こおり,blue,fish,かせきポケモン,通常,みず,こおり,みず・うみ,こおり・ゆき,,,つるつる・なめらか,みずみずしい・うるおい,こおり・つめたい,,,ものしずか・クール,,ひれ,みずのしぶき,こおりのけっしょう,ナチュラル,,
884,ジュラルドン,duraludon,はがね,ドラゴン,white,upright,ごうきんポケモン,通常,はがね,ドラゴン,きんぞく・メカ,は虫類・ドラゴン,,,きんぞく・メタリック,うろこ,,,,りりしい・するどい,,ちょくりつのすがた,とげ・こうぶつ結晶,つの・うろこ模様,かっこいい,,
885,ドラメシヤ,dreepy,ドラゴン,ゴースト,green,squiggle,うらめしポケモン,通常,ドラゴン,ゴースト,は虫類・ドラゴン,ゴースト・れいたい,スライム・ぶよぶよ,,うろこ,ねばねば・ぷにぷに,もや・はんとうめい,,,りりしい・するどい,ものしずか・クール,ほそながい,もや・かげ,つの・うろこ模様,かっこいい,ミステリアス,おっとり
886,ドロンチ,drakloak,ドラゴン,ゴースト,green,arms,せわやくポケモン,通常,ドラゴン,ゴースト,は虫類・ドラゴン,ゴースト・れいたい,,,うろこ,ねばねば・ぷにぷに,もや・はんとうめい,,,りりしい・するどい,ものしずか・クール,たくましいうで,もや・かげ,つの・うろこ模様,かっこいい,ミステリアス,おっとり
887,ドラパルト,dragapult,ドラゴン,ゴースト,green,upright,ステルスポケモン,通常,ドラゴン,ゴースト,は虫類・ドラゴン,ゴースト・れいたい,,,うろこ,ねばねば・ぷにぷに,もや・はんとうめい,,,りりしい・するどい,ものしずか・クール,ちょくりつのすがた,もや・かげ,つの・うろこ模様,かっこいい,ミステリアス,おっとり
888,ザシアン,zacian,フェアリー,,blue,quadruped,つわものポケモン,伝説,フェアリー,,フェアリー・せいれい,,,,もこもこ・ふわふわ,,,,,どうどう・威厳,にこにこ・あどけない,よつあしのすがた,ほうせき・かがやき,,そうごん・でんせつ,かわいい,
889,ザマゼンタ,zamazenta,かくとう,,red,quadruped,つわものポケモン,伝説,かくとう,,けもの・じゅう,ひとがた,,,標準・なめらか,,,,,どうどう・威厳,りりしい・するどい,よつあしのすがた,,,そうごん・でんせつ,,
890,ムゲンダイナ,eternatus,どく,ドラゴン,purple,wings,キョダイポケモン,伝説,どく,ドラゴン,は虫類・ドラゴン,どく,,,うろこ,ねばねば・ぷにぷに,,,,どうどう・威厳,りりしい・するどい,つばさ・はね,とげ・ぶくぶく,つの・うろこ模様,そうごん・でんせつ,かっこいい,ミステリアス
891,ダクマ,kubfu,かくとう,,gray,upright,けんぽうポケモン,伝説,かくとう,,ひとがた,,,,標準・なめらか,,,,,どうどう・威厳,りりしい・するどい,ちょくりつのすがた,,,そうごん・でんせつ,ゆうかん,
892,ウーラオス,urshifu,かくとう,あく,gray,humanoid,けんぽうポケモン,伝説,かくとう,あく,ひとがた,あく・やみ,,,標準・なめらか,,,,,どうどう・威厳,りりしい・するどい,てあし・とくちょうてきなかお,もや・かげ,,そうごん・でんせつ,かっこいい,ゆうかん
893,ザルード,zarude,あく,くさ,green,upright,わるざるポケモン,幻,あく,くさ,しょくぶつ,あく・やみ,,,はっぱ・しょくぶつ質,もや・はんとうめい,,,,どうどう・威厳,りりしい・するどい,ちょくりつのすがた,はっぱ・はな,もや・かげ,そうごん・でんせつ,かっこいい,ミステリアス
894,レジエレキ,regieleki,でんき,,yellow,humanoid,エレクトロンポケモン,伝説,でんき,,でんき,ひとがた,,,おび電・スパーク,,,,,どうどう・威厳,にこにこ・あどけない,てあし・とくちょうてきなかお,でんきの模様・ギザギザ,,そうごん・でんせつ,かわいい,
895,レジドラゴ,regidrago,ドラゴン,,green,humanoid,りゅうぎょくポケモン,伝説,ドラゴン,,は虫類・ドラゴン,ひとがた,,,うろこ,,,,,どうどう・威厳,りりしい・するどい,てあし・とくちょうてきなかお,つの・うろこ模様,,そうごん・でんせつ,かっこいい,おっとり
896,ブリザポス,glastrier,こおり,,white,quadruped,あばれうまポケモン,伝説,こおり,,こおり・ゆき,けもの・じゅう,,,つるつる・なめらか,こおり・つめたい,,,,どうどう・威厳,ものしずか・クール,よつあしのすがた,こおりのけっしょう,,そうごん・でんせつ,,
897,レイスポス,spectrier,ゴースト,,black,quadruped,しゅんばポケモン,伝説,ゴースト,,ゴースト・れいたい,,,,ねばねば・ぷにぷに,もや・はんとうめい,,,,どうどう・威厳,ものしずか・クール,よつあしのすがた,もや・かげ,,そうごん・でんせつ,ミステリアス,
898,バドレックス,calyrex,エスパー,くさ,green,humanoid,キングポケモン,伝説,エスパー,くさ,しょくぶつ,ひとがた,エスパー・ふしぎ,,はっぱ・しょくぶつ質,,,,,どうどう・威厳,ものしずか・クール,てあし・とくちょうてきなかお,はっぱ・はな,ほうせき・かがやき,そうごん・でんせつ,ミステリアス,おっとり
899,アヤシシ,wyrdeer,ノーマル,エスパー,gray,quadruped,おおツノポケモン,通常,ノーマル,エスパー,けもの・じゅう,エスパー・ふしぎ,,,もこもこ・ふわふわ,,,,,おだやか・やさしい,ものしずか・クール,よつあしのすがた,ほうせき・かがやき,,ミステリアス,おっとり,
900,バサギリ,kleavor,むし,いわ,brown,bug-wings,まさかりポケモン,通常,むし,いわ,いわ・つち・こうぶつ,むし,,,ごつごつ・かたい,こうかく・つや甲羅,,,,ふつう・ナチュラル,,むしのはね,とげ・こうぶつ結晶,,ナチュラル,,
901,ガチグマ,ursaluna,じめん,ノーマル,brown,quadruped,でいたんポケモン,通常,じめん,ノーマル,いわ・つち・こうぶつ,けもの・じゅう,,,もこもこ・ふわふわ,ごつごつ・かたい,,,,おだやか・やさしい,,よつあしのすがた,とげ・こうぶつ結晶,,おっとり,,
902,イダイトウ,basculegion,みず,ゴースト,green,fish,おおうおポケモン,通常,みず,ゴースト,みず・うみ,ゴースト・れいたい,,,つるつる・なめらか,ねばねば・ぷにぷに,みずみずしい・うるおい,もや・はんとうめい,,ものしずか・クール,,ひれ,みずのしぶき,もや・かげ,ミステリアス,おっとり,
903,オオニューラ,sneasler,かくとう,どく,gray,upright,クライミングポケモン,通常,かくとう,どく,ひとがた,どく,,,ねばねば・ぷにぷに,,,,,りりしい・するどい,とぼけた・ユニーク,ちょくりつのすがた,とげ・ぶくぶく,,ゆうかん,,
904,ハリーマン,overqwil,あく,どく,black,fish,けんざんポケモン,通常,あく,どく,みず・うみ,どく,あく・やみ,,つるつる・なめらか,ねばねば・ぷにぷに,,,,りりしい・するどい,とぼけた・ユニーク,ひれ,もや・かげ,とげ・ぶくぶく,かっこいい,ミステリアス,
905,ラブトロス,enamorus,フェアリー,ひこう,pink,arms,あいぞうポケモン,伝説,フェアリー,ひこう,フェアリー・せいれい,,,,標準・なめらか,,,,,どうどう・威厳,にこにこ・あどけない,たくましいうで,つばさ・はね,ほうせき・かがやき,そうごん・でんせつ,かわいい,
906,ニャオハ,sprigatito,くさ,,green,quadruped,,通常,くさ,,しょくぶつ,,,,はっぱ・しょくぶつ質,,,,,おだやか・やさしい,,よつあしのすがた,はっぱ・はな,,おっとり,,
907,ニャローテ,floragato,くさ,,green,upright,,通常,くさ,,しょくぶつ,,,,はっぱ・しょくぶつ質,,,,,ふつう・ナチュラル,,ちょくりつのすがた,はっぱ・はな,,おっとり,,
908,マスカーニャ,meowscarada,くさ,あく,green,upright,,通常,くさ,あく,しょくぶつ,あく・やみ,,,はっぱ・しょくぶつ質,,,,,りりしい・するどい,,ちょくりつのすがた,はっぱ・はな,もや・かげ,かっこいい,ミステリアス,おっとり
909,ホゲータ,fuecoco,ほのお,,red,upright,,通常,ほのお,,ほのお・マグマ,,,,ほのお・ねっき,,,,,りりしい・するどい,,ちょくりつのすがた,ほのおのかざり,,かっこいい,ゆうかん,
910,アチゲータ,crocalor,ほのお,,red,upright,,通常,ほのお,,ほのお・マグマ,,,,ほのお・ねっき,,,,,りりしい・するどい,,ちょくりつのすがた,ほのおのかざり,,かっこいい,ゆうかん,
911,ラウドボーン,skeledirge,ほのお,ゴースト,red,quadruped,,通常,ほのお,ゴースト,ほのお・マグマ,ゴースト・れいたい,,,ねばねば・ぷにぷに,ほのお・ねっき,もや・はんとうめい,,,りりしい・するどい,ものしずか・クール,よつあしのすがた,ほのおのかざり,もや・かげ,ミステリアス,,
912,クワッス,quaxly,みず,,white,upright,,通常,みず,,みず・うみ,,,,つるつる・なめらか,みずみずしい・うるおい,,,,ふつう・ナチュラル,,ちょくりつのすがた,みずのしぶき,,ナチュラル,,
913,ウェルカモ,quaxwell,みず,,blue,upright,,通常,みず,,みず・うみ,,,,つるつる・なめらか,みずみずしい・うるおい,,,,ものしずか・クール,,ちょくりつのすがた,みずのしぶき,,ナチュラル,,
914,ウェーニバル,quaquaval,みず,かくとう,blue,upright,,通常,みず,かくとう,みず・うみ,ひとがた,,,つるつる・なめらか,みずみずしい・うるおい,,,,りりしい・するどい,ものしずか・クール,ちょくりつのすがた,みずのしぶき,,ゆうかん,,
915,グルトン,lechonk,ノーマル,,gray,quadruped,,通常,ノーマル,,けもの・じゅう,,,,もこもこ・ふわふわ,,,,,おだやか・やさしい,,よつあしのすがた,,,おっとり,,
916,パフュートン,oinkologne,ノーマル,,gray,quadruped,,通常,ノーマル,,けもの・じゅう,,,,もこもこ・ふわふわ,,,,,おだやか・やさしい,,よつあしのすがた,,,おっとり,,
917,タマンチュラ,tarountula,むし,,white,armor,,通常,むし,,むし,,,,ごつごつ・かたい,こうかく・つや甲羅,,,,ふつう・ナチュラル,,よろい・こうら,,,ナチュラル,,
918,ワナイダー,spidops,むし,,green,armor,,通常,むし,,むし,,,,ごつごつ・かたい,こうかく・つや甲羅,,,,ふつう・ナチュラル,,よろい・こうら,,,おっとり,,
919,マメバッタ,nymble,むし,,gray,armor,,通常,むし,,むし,,,,ごつごつ・かたい,こうかく・つや甲羅,,,,ふつう・ナチュラル,,よろい・こうら,,,ナチュラル,,
920,エクスレッグ,lokix,むし,あく,gray,humanoid,,通常,むし,あく,むし,ひとがた,あく・やみ,,こうかく・つや甲羅,,,,,りりしい・するどい,,てあし・とくちょうてきなかお,もや・かげ,,かっこいい,ミステリアス,
921,パモ,pawmi,でんき,,yellow,quadruped,,通常,でんき,,でんき,,,,おび電・スパーク,,,,,にこにこ・あどけない,,よつあしのすがた,でんきの模様・ギザギザ,,かわいい,,
922,パモット,pawmo,でんき,かくとう,yellow,upright,,通常,でんき,かくとう,でんき,ひとがた,,,おび電・スパーク,,,,,りりしい・するどい,にこにこ・あどけない,ちょくりつのすがた,でんきの模様・ギザギザ,,かわいい,ゆうかん,
923,パーモット,pawmot,でんき,かくとう,yellow,upright,,通常,でんき,かくとう,でんき,ひとがた,,,おび電・スパーク,,,,,りりしい・するどい,にこにこ・あどけない,ちょくりつのすがた,でんきの模様・ギザギザ,,かわいい,ゆうかん,
924,ワッカネズミ,tandemaus,ノーマル,,white,heads,,通常,ノーマル,,その他・不定形,,,,標準・なめらか,,,,,ふつう・ナチュラル,,ふくすうのあたま,,,ナチュラル,,
925,イッカネズミ,maushold,ノーマル,,white,heads,,通常,ノーマル,,その他・不定形,,,,標準・なめらか,,,,,ふつう・ナチュラル,,ふくすうのあたま,,,ナチュラル,,
926,パピモッチ,fidough,フェアリー,,yellow,quadruped,,通常,フェアリー,,フェアリー・せいれい,,,,もこもこ・ふわふわ,,,,,にこにこ・あどけない,,よつあしのすがた,ほうせき・かがやき,,かわいい,,
927,バウッツェル,dachsbun,フェアリー,,brown,quadruped,,通常,フェアリー,,フェアリー・せいれい,,,,もこもこ・ふわふわ,,,,,にこにこ・あどけない,,よつあしのすがた,ほうせき・かがやき,,かわいい,,
928,ミニーブ,smoliv,くさ,ノーマル,green,legs,,通常,くさ,ノーマル,しょくぶつ,,,,もこもこ・ふわふわ,はっぱ・しょくぶつ質,,,,おだやか・やさしい,,あし・つめ,はっぱ・はな,,おっとり,,
929,オリーニョ,dolliv,くさ,ノーマル,green,humanoid,,通常,くさ,ノーマル,しょくぶつ,ひとがた,,,はっぱ・しょくぶつ質,,,,,ふつう・ナチュラル,,てあし・とくちょうてきなかお,はっぱ・はな,,おっとり,,
930,オリーヴァ,arboliva,くさ,ノーマル,green,humanoid,,通常,くさ,ノーマル,しょくぶつ,ひとがた,,,はっぱ・しょくぶつ質,,,,,ふつう・ナチュラル,,てあし・とくちょうてきなかお,はっぱ・はな,,おっとり,,
931,イキリンコ,squawkabilly,ノーマル,ひこう,green,wings,,通常,ノーマル,ひこう,とり・つばさ,,,,標準・なめらか,,,,,ふつう・ナチュラル,,つばさ・はね,,,おっとり,,
932,コジオ,nacli,いわ,,brown,ball,,通常,いわ,,いわ・つち・こうぶつ,,,,ごつごつ・かたい,,,,,にこにこ・あどけない,,まるいフォルム,とげ・こうぶつ結晶,,かわいい,,
933,ジオヅム,naclstack,いわ,,brown,quadruped,,通常,いわ,,いわ・つち・こうぶつ,,,,ごつごつ・かたい,,,,,ふつう・ナチュラル,,よつあしのすがた,とげ・こうぶつ結晶,,ナチュラル,,
934,キョジオーン,garganacl,いわ,,brown,humanoid,,通常,いわ,,いわ・つち・こうぶつ,ひとがた,,,ごつごつ・かたい,,,,,ふつう・ナチュラル,,てあし・とくちょうてきなかお,とげ・こうぶつ結晶,,ナチュラル,,
935,カルボウ,charcadet,ほのお,,red,humanoid,,通常,ほのお,,ほのお・マグマ,ひとがた,,,ほのお・ねっき,,,,,りりしい・するどい,,てあし・とくちょうてきなかお,ほのおのかざり,,かっこいい,ゆうかん,
936,グレンアルマ,armarouge,ほのお,エスパー,red,humanoid,,通常,ほのお,エスパー,ほのお・マグマ,ひとがた,エスパー・ふしぎ,,ほのお・ねっき,,,,,りりしい・するどい,ものしずか・クール,てあし・とくちょうてきなかお,ほのおのかざり,ほうせき・かがやき,かっこいい,ゆうかん,ミステリアス
937,ソウブレイズ,ceruledge,ほのお,ゴースト,blue,humanoid,,通常,ほのお,ゴースト,ほのお・マグマ,ひとがた,ゴースト・れいたい,,ねばねば・ぷにぷに,ほのお・ねっき,もや・はんとうめい,,,ものしずか・クール,,てあし・とくちょうてきなかお,ほのおのかざり,もや・かげ,ゆうかん,ミステリアス,
938,ズピカ,tadbulb,でんき,,yellow,ball,,通常,でんき,,でんき,,,,おび電・スパーク,,,,,にこにこ・あどけない,,まるいフォルム,でんきの模様・ギザギザ,,かわいい,,
939,ハラバリー,bellibolt,でんき,,green,humanoid,,通常,でんき,,でんき,ひとがた,,,おび電・スパーク,,,,,ふつう・ナチュラル,,てあし・とくちょうてきなかお,でんきの模様・ギザギザ,,おっとり,,
940,カイデン,wattrel,でんき,ひこう,black,wings,,通常,でんき,ひこう,でんき,とり・つばさ,,,おび電・スパーク,,,,,ふつう・ナチュラル,,つばさ・はね,でんきの模様・ギザギザ,,ナチュラル,,
941,タイカイデン,kilowattrel,でんき,ひこう,yellow,wings,,通常,でんき,ひこう,でんき,とり・つばさ,,,おび電・スパーク,,,,,にこにこ・あどけない,,つばさ・はね,でんきの模様・ギザギザ,,かわいい,,
942,オラチフ,maschiff,あく,,brown,quadruped,,通常,あく,,あく・やみ,,,,標準・なめらか,,,,,りりしい・するどい,,よつあしのすがた,もや・かげ,,かっこいい,ミステリアス,
943,マフィティフ,mabosstiff,あく,,gray,quadruped,,通常,あく,,あく・やみ,,,,標準・なめらか,,,,,りりしい・するどい,,よつあしのすがた,もや・かげ,,かっこいい,ミステリアス,
944,シルシュルー,shroodle,どく,ノーマル,gray,quadruped,,通常,どく,ノーマル,けもの・じゅう,どく,,,もこもこ・ふわふわ,ねばねば・ぷにぷに,,,,おだやか・やさしい,とぼけた・ユニーク,よつあしのすがた,とげ・ぶくぶく,,おっとり,,
945,タギングル,grafaiai,どく,ノーマル,gray,upright,,通常,どく,ノーマル,どく,,,,ねばねば・ぷにぷに,,,,,とぼけた・ユニーク,,ちょくりつのすがた,とげ・ぶくぶく,,ナチュラル,,
946,アノクサ,bramblin,くさ,ゴースト,brown,ball,,通常,くさ,ゴースト,しょくぶつ,ゴースト・れいたい,,,ねばねば・ぷにぷに,はっぱ・しょくぶつ質,もや・はんとうめい,,,にこにこ・あどけない,ものしずか・クール,まるいフォルム,はっぱ・はな,もや・かげ,かわいい,ミステリアス,
947,アノホラグサ,brambleghast,くさ,ゴースト,brown,ball,,通常,くさ,ゴースト,しょくぶつ,ゴースト・れいたい,,,ねばねば・ぷにぷに,はっぱ・しょくぶつ質,もや・はんとうめい,,,にこにこ・あどけない,ものしずか・クール,まるいフォルム,はっぱ・はな,もや・かげ,かわいい,ミステリアス,
948,ノノクラゲ,toedscool,じめん,くさ,yellow,legs,,通常,じめん,くさ,しょくぶつ,いわ・つち・こうぶつ,,,ごつごつ・かたい,はっぱ・しょくぶつ質,,,,にこにこ・あどけない,おだやか・やさしい,あし・つめ,はっぱ・はな,とげ・こうぶつ結晶,かわいい,おっとり,
949,リククラゲ,toedscruel,じめん,くさ,black,tentacles,,通常,じめん,くさ,しょくぶつ,いわ・つち・こうぶつ,スライム・ぶよぶよ,,ごつごつ・かたい,はっぱ・しょくぶつ質,,,,とぼけた・ユニーク,,しょくしゅ・ひげ,はっぱ・はな,とげ・こうぶつ結晶,ナチュラル,,
950,ガケガニ,klawf,いわ,,red,armor,,通常,いわ,,いわ・つち・こうぶつ,,,,ごつごつ・かたい,こうかく・つや甲羅,,,,りりしい・するどい,,よろい・こうら,とげ・こうぶつ結晶,,ナチュラル,,
951,カプサイジ,capsakid,くさ,,green,upright,,通常,くさ,,しょくぶつ,,,,はっぱ・しょくぶつ質,,,,,ふつう・ナチュラル,,ちょくりつのすがた,はっぱ・はな,,おっとり,,
952,スコヴィラン,scovillain,くさ,ほのお,green,upright,,通常,くさ,ほのお,しょくぶつ,ほのお・マグマ,,,ほのお・ねっき,はっぱ・しょくぶつ質,,,,ふつう・ナチュラル,,ちょくりつのすがた,ほのおのかざり,はっぱ・はな,ゆうかん,おっとり,
953,シガロコ,rellor,むし,,brown,armor,,通常,むし,,むし,,,,ごつごつ・かたい,こうかく・つや甲羅,,,,ふつう・ナチュラル,,よろい・こうら,,,ナチュラル,,
954,ベラカス,rabsca,むし,エスパー,green,armor,,通常,むし,エスパー,むし,エスパー・ふしぎ,,,ごつごつ・かたい,こうかく・つや甲羅,,,,ものしずか・クール,,よろい・こうら,ほうせき・かがやき,,ミステリアス,おっとり,
955,ヒラヒナ,flittle,エスパー,,yellow,legs,,通常,エスパー,,エスパー・ふしぎ,,,,標準・なめらか,,,,,にこにこ・あどけない,ものしずか・クール,あし・つめ,ほうせき・かがやき,,かわいい,ミステリアス,
956,クエスパトラ,espathra,エスパー,,yellow,upright,,通常,エスパー,,エスパー・ふしぎ,,,,標準・なめらか,,,,,にこにこ・あどけない,ものしずか・クール,ちょくりつのすがた,ほうせき・かがやき,,かわいい,ミステリアス,
957,カヌチャン,tinkatink,フェアリー,はがね,pink,humanoid,,通常,フェアリー,はがね,きんぞく・メカ,ひとがた,フェアリー・せいれい,,きんぞく・メタリック,,,,,にこにこ・あどけない,,てあし・とくちょうてきなかお,ほうせき・かがやき,とげ・こうぶつ結晶,かわいい,かっこいい,
958,ナカヌチャン,tinkatuff,フェアリー,はがね,pink,humanoid,,通常,フェアリー,はがね,きんぞく・メカ,ひとがた,フェアリー・せいれい,,きんぞく・メタリック,,,,,にこにこ・あどけない,,てあし・とくちょうてきなかお,ほうせき・かがやき,とげ・こうぶつ結晶,かわいい,かっこいい,
959,デカヌチャン,tinkaton,フェアリー,はがね,pink,humanoid,,通常,フェアリー,はがね,きんぞく・メカ,ひとがた,フェアリー・せいれい,,きんぞく・メタリック,,,,,にこにこ・あどけない,,てあし・とくちょうてきなかお,ほうせき・かがやき,とげ・こうぶつ結晶,かわいい,かっこいい,
960,ウミディグダ,wiglett,みず,,white,blob,,通常,みず,,みず・うみ,スライム・ぶよぶよ,,,つるつる・なめらか,ねばねば・ぷにぷに,みずみずしい・うるおい,,,とぼけた・ユニーク,,シンプル・そぼく,みずのしぶき,,ナチュラル,,
961,ウミトリオ,wugtrio,みず,,red,blob,,通常,みず,,みず・うみ,スライム・ぶよぶよ,,,つるつる・なめらか,ねばねば・ぷにぷに,みずみずしい・うるおい,,,りりしい・するどい,とぼけた・ユニーク,シンプル・そぼく,みずのしぶき,,ナチュラル,,
962,オトシドリ,bombirdier,ひこう,あく,white,wings,,通常,ひこう,あく,とり・つばさ,あく・やみ,,,標準・なめらか,,,,,りりしい・するどい,,つばさ・はね,もや・かげ,,かっこいい,ミステリアス,
963,ナミイルカ,finizen,みず,,blue,fish,,通常,みず,,みず・うみ,,,,つるつる・なめらか,みずみずしい・うるおい,,,,ものしずか・クール,,ひれ,みずのしぶき,,ナチュラル,,
964,イルカマン,palafin,みず,,blue,fish,,通常,みず,,みず・うみ,,,,つるつる・なめらか,みずみずしい・うるおい,,,,ものしずか・クール,,ひれ,みずのしぶき,,ナチュラル,,
965,ブロロン,varoom,はがね,どく,gray,legs,,通常,はがね,どく,きんぞく・メカ,どく,,,きんぞく・メタリック,ねばねば・ぷにぷに,,,,とぼけた・ユニーク,,あし・つめ,とげ・こうぶつ結晶,とげ・ぶくぶく,かっこいい,,
966,ブロロローム,revavroom,はがね,どく,gray,legs,,通常,はがね,どく,きんぞく・メカ,どく,,,きんぞく・メタリック,ねばねば・ぷにぷに,,,,とぼけた・ユニーク,,あし・つめ,とげ・こうぶつ結晶,とげ・ぶくぶく,かっこいい,,
967,モトトカゲ,cyclizar,ドラゴン,ノーマル,green,quadruped,,通常,ドラゴン,ノーマル,は虫類・ドラゴン,けもの・じゅう,,,もこもこ・ふわふわ,うろこ,,,,りりしい・するどい,おだやか・やさしい,よつあしのすがた,つの・うろこ模様,,かっこいい,おっとり,
968,ミミズズ,orthworm,はがね,,pink,squiggle,,通常,はがね,,きんぞく・メカ,スライム・ぶよぶよ,,,きんぞく・メタリック,ねばねば・ぷにぷに,,,,にこにこ・あどけない,とぼけた・ユニーク,ほそながい,とげ・こうぶつ結晶,,かわいい,かっこいい,
969,キラーメ,glimmet,いわ,どく,blue,ball,,通常,いわ,どく,いわ・つち・こうぶつ,どく,,,ごつごつ・かたい,ねばねば・ぷにぷに,,,,にこにこ・あどけない,ものしずか・クール,まるいフォルム,とげ・こうぶつ結晶,とげ・ぶくぶく,かわいい,,
970,キラフロル,glimmora,いわ,どく,blue,ball,,通常,いわ,どく,いわ・つち・こうぶつ,どく,,,ごつごつ・かたい,ねばねば・ぷにぷに,,,,にこにこ・あどけない,ものしずか・クール,まるいフォルム,とげ・こうぶつ結晶,とげ・ぶくぶく,かわいい,,
971,ボチ,greavard,ゴースト,,white,quadruped,,通常,ゴースト,,ゴースト・れいたい,,,,ねばねば・ぷにぷに,もや・はんとうめい,,,,ものしずか・クール,,よつあしのすがた,もや・かげ,,ミステリアス,,
972,ハカドッグ,houndstone,ゴースト,,white,quadruped,,通常,ゴースト,,ゴースト・れいたい,,,,ねばねば・ぷにぷに,もや・はんとうめい,,,,ものしずか・クール,,よつあしのすがた,もや・かげ,,ミステリアス,,
973,カラミンゴ,flamigo,ひこう,かくとう,pink,wings,,通常,ひこう,かくとう,とり・つばさ,ひとがた,,,標準・なめらか,,,,,りりしい・するどい,にこにこ・あどけない,つばさ・はね,,,かわいい,,
974,アルクジラ,cetoddle,こおり,,white,upright,,通常,こおり,,こおり・ゆき,,,,つるつる・なめらか,こおり・つめたい,,,,ものしずか・クール,,ちょくりつのすがた,こおりのけっしょう,,ナチュラル,,
975,ハルクジラ,cetitan,こおり,,white,upright,,通常,こおり,,こおり・ゆき,,,,つるつる・なめらか,こおり・つめたい,,,,ものしずか・クール,,ちょくりつのすがた,こおりのけっしょう,,ナチュラル,,
976,ミガルーサ,veluza,みず,エスパー,gray,fish,,通常,みず,エスパー,みず・うみ,エスパー・ふしぎ,,,つるつる・なめらか,みずみずしい・うるおい,,,,ものしずか・クール,,ひれ,みずのしぶき,ほうせき・かがやき,ミステリアス,,
977,ヘイラッシャ,dondozo,みず,,blue,fish,,通常,みず,,みず・うみ,,,,つるつる・なめらか,みずみずしい・うるおい,,,,ものしずか・クール,,ひれ,みずのしぶき,,ナチュラル,,
978,シャリタツ,tatsugiri,ドラゴン,みず,pink,fish,,通常,ドラゴン,みず,みず・うみ,は虫類・ドラゴン,,,つるつる・なめらか,うろこ,みずみずしい・うるおい,,,りりしい・するどい,にこにこ・あどけない,ひれ,みずのしぶき,つの・うろこ模様,かわいい,かっこいい,
979,コノヨザル,annihilape,かくとう,ゴースト,gray,humanoid,,通常,かくとう,ゴースト,ひとがた,ゴースト・れいたい,,,ねばねば・ぷにぷに,もや・はんとうめい,,,,りりしい・するどい,ものしずか・クール,てあし・とくちょうてきなかお,もや・かげ,,ゆうかん,ミステリアス,
980,ドオー,clodsire,どく,じめん,brown,quadruped,,通常,どく,じめん,いわ・つち・こうぶつ,けもの・じゅう,どく,,ごつごつ・かたい,ねばねば・ぷにぷに,,,,とぼけた・ユニーク,,よつあしのすがた,とげ・こうぶつ結晶,とげ・ぶくぶく,ナチュラル,,
981,リキキリン,farigiraf,ノーマル,エスパー,brown,quadruped,,通常,ノーマル,エスパー,けもの・じゅう,エスパー・ふしぎ,,,もこもこ・ふわふわ,,,,,おだやか・やさしい,ものしずか・クール,よつあしのすがた,ほうせき・かがやき,,ミステリアス,おっとり,
982,ノココッチ,dudunsparce,ノーマル,,yellow,squiggle,,通常,ノーマル,,スライム・ぶよぶよ,,,,ねばねば・ぷにぷに,,,,,にこにこ・あどけない,とぼけた・ユニーク,ほそながい,,,かわいい,,
983,ドドゲザン,kingambit,あく,はがね,black,humanoid,,通常,あく,はがね,きんぞく・メカ,ひとがた,あく・やみ,,きんぞく・メタリック,,,,,りりしい・するどい,,てあし・とくちょうてきなかお,もや・かげ,とげ・こうぶつ結晶,かっこいい,ミステリアス,
